date,matchday,home,away,home_score,away_score,btts,total_goals,season,home_form_games_played,home_form_goals_scored,home_form_goals_conceded,home_form_btts_rate,home_form_avg_total_goals,away_form_games_played,away_form_goals_scored,away_form_goals_conceded,away_form_btts_rate,away_form_avg_total_goals,h2h_games,h2h_btts_rate,h2h_avg_goals,home_season_games,home_season_goals_scored,home_season_goals_conceded,home_season_btts_rate,home_season_win_rate,home_season_clean_sheets,home_season_failed_to_score,away_season_games,away_season_goals_scored,away_season_goals_conceded,away_season_btts_rate,away_season_win_rate,away_season_clean_sheets,away_season_failed_to_score,combined_form_btts_rate,combined_form_goals,defense_strength_diff,attack_strength_diff,home_season_avg_goals_for,home_season_avg_goals_against,away_season_avg_goals_for,away_season_avg_goals_against
2021-08-22,,15.30  TSG 1899 Hoffenheim,(2-1)  1. FC Union Berlin,2,2,1,4,2021-22,2,5,4,1.0,4.5,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.5,5,4,5,,,,
2021-08-27,,20.30  Borussia Dortmund,(0-0)  TSG 1899 Hoffenheim,3,2,1,5,2021-22,1,2,0,0.0,2.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,2,0,2,,,,
2021-08-28,,15.30  VfB Stuttgart,(2-3)  SC Freiburg,2,3,1,5,2021-22,2,3,2,0.5,2.5,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.25,3,2,3,,,,
2021-08-28,,1. FSV Mainz 05,(2-0)  SpVgg Greuther Fürth 1903,3,0,0,3,2021-22,5,5,2,0.4,1.4,1,1,5,1.0,6.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,5,1.0,0.0,0,0,0.7,6,-3,4,,,1.0,5.0
2021-08-28,,FC Augsburg,(1-2)  Bayer 04 Leverkusen,1,4,1,5,2021-22,5,4,5,0.2,1.8,1,4,2,1.0,6.0,0,0.0,0.0,2,0,4,0.0,0.0,1,2,0,0,0,0.0,0.0,0,0,0.6,8,3,0,0.0,2.0,,
2021-08-28,,Arminia Bielefeld,(0-1)  Eintracht Frankfurt,1,1,1,2,2021-22,5,2,1,0.2,0.6,4,7,4,0.75,2.75,0,0.0,0.0,1,0,0,0.0,0.0,1,1,0,0,0,0.0,0.0,0,0,0.475,9,-3,-5,0.0,0.0,,
2021-08-28,,1. FC Köln,(0-0)  VfL Bochum 1848,2,1,1,3,2021-22,3,0,4,0.0,1.3333333333333333,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,4,0,,,,
2021-08-28,,18.30  FC Bayern München,(2-0)  Hertha BSC,5,0,0,5,2021-22,3,13,5,0.6666666666666666,6.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.3333333333333333,13,5,13,,,,
2021-08-29,,15.30  1. FC Union Berlin,(2-0)  Borussia Mönchengladbach,2,1,1,3,2021-22,0,0,0,0.0,0.0,1,0,4,0.0,4.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,4,0.0,0.0,0,1,0.0,0,-4,0,,,0.0,4.0
2021-08-29,,17.30  VfL Wolfsburg,(0-0)  RB Leipzig,1,0,0,1,2021-22,0,0,0,0.0,0.0,5,5,4,0.4,1.8,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.2,5,-4,-5,,,,
2021-09-11,,15.30  Bayer 04 Leverkusen,(2-1)  Borussia Dortmund,3,4,1,7,2021-22,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2021-09-11,,1. FC Union Berlin,FC Augsburg,0,0,0,0,2021-22,5,10,5,1.0,3.0,5,3,8,0.2,2.2,0,0.0,0.0,1,1,1,1.0,0.0,0,0,3,1,8,0.3333333333333333,0.0,1,2,0.6,13,-3,7,1.0,1.0,0.3333333333333333,2.6666666666666665
2021-09-11,,SC Freiburg,(0-1)  1. FC Köln,1,1,1,2,2021-22,5,8,6,0.4,2.8,3,5,4,1.0,3.0,0,0.0,0.0,2,2,1,0.5,0.5,1,1,0,0,0,0.0,0.0,0,0,0.7,13,2,3,1.0,0.5,,
2021-09-11,,TSG 1899 Hoffenheim,(0-1)  1. FSV Mainz 05,0,2,0,2,2021-22,5,11,6,0.8,3.4,3,5,3,0.6666666666666666,2.6666666666666665,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.7333333333333334,16,3,6,,,,
2021-09-11,,SpVgg Greuther Fürth 1903,(0-1)  VfL Wolfsburg,0,2,0,2,2021-22,1,1,1,1.0,2.0,3,6,0,0.0,2.0,0,0.0,0.0,1,1,1,1.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.5,7,1,-5,1.0,1.0,,
2021-09-11,,18.30  RB Leipzig,(0-1)  FC Bayern München,1,4,1,5,2021-22,5,9,6,0.4,3.0,4,7,0,0.0,1.75,1,0.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.2,16,6,2,,,,
2021-09-12,,17.30  VfL Bochum 1848,(0-2)  Hertha BSC,1,3,1,4,2021-22,0,0,0,0.0,0.0,1,4,1,1.0,5.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.5,4,-1,-4,,,,
2021-09-12,,19.30  Borussia Mönchengladbach,(1-1)  Arminia Bielefeld,3,1,1,4,2021-22,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2021-09-12,,15.30  Eintracht Frankfurt,(0-0)  VfB Stuttgart,1,1,1,2,2021-22,5,8,5,0.6,2.6,4,2,4,0.25,1.5,1,1.0,2.0,1,0,0,0.0,0.0,1,1,0,0,0,0.0,0.0,0,0,0.425,10,1,6,0.0,0.0,,
2021-09-17,,20.30  Hertha BSC,(0-0)  SpVgg Greuther Fürth 1903,2,1,1,3,2021-22,4,6,12,0.75,4.5,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.375,6,12,6,,,,
2021-09-18,,15.30  FC Bayern München,(4-0)  VfL Bochum 1848,7,0,0,7,2021-22,2,7,1,0.5,4.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.25,7,1,7,,,,
2021-09-18,,1. FSV Mainz 05,SC Freiburg,0,0,0,0,2021-22,5,7,2,0.4,1.8,5,9,4,0.6,2.6,0,0.0,0.0,1,3,0,0.0,1.0,1,0,3,3,2,0.6666666666666666,0.3333333333333333,1,1,0.5,16,-2,-2,3.0,0.0,1.0,0.6666666666666666
2021-09-18,,FC Augsburg,(0-0)  Borussia Mönchengladbach,1,0,0,1,2021-22,5,3,8,0.2,2.2,2,2,3,0.5,2.5,0,0.0,0.0,4,1,8,0.25,0.0,2,3,0,0,0,0.0,0.0,0,0,0.35,5,5,1,0.25,2.0,,
2021-09-18,,Arminia Bielefeld,TSG 1899 Hoffenheim,0,0,0,0,2021-22,5,3,2,0.4,1.0,5,9,7,0.6,3.2,1,0.0,0.0,2,1,1,0.5,0.0,1,1,1,0,2,0.0,0.0,0,1,0.5,12,-5,-6,0.5,0.5,0.0,2.0
2021-09-18,,18.30  1. FC Köln,(0-0)  RB Leipzig,1,1,1,2,2021-22,1,2,1,1.0,3.0,5,4,5,0.4,1.8,1,1.0,3.0,0,0,0,0.0,0.0,0,0,1,0,1,0.0,0.0,0,1,0.7,6,-4,-2,,,0.0,1.0
2021-09-19,,19.30  VfL Wolfsburg,(0-1)  Eintracht Frankfurt,1,1,1,2,2021-22,0,0,0,0.0,0.0,5,8,5,0.8,2.6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,1.0,0.0,0,0,0.4,8,-5,-8,,,1.0,1.0
2021-09-19,,17.30  Borussia Dortmund,(2-0)  1. FC Union Berlin,4,2,1,6,2021-22,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2021-09-19,,15.30  VfB Stuttgart,(1-2)  Bayer 04 Leverkusen,1,3,1,4,2021-22,3,5,5,0.6666666666666666,3.3333333333333335,2,8,3,1.0,5.5,0,0.0,0.0,1,2,3,1.0,0.0,0,0,1,4,1,1.0,1.0,0,0,0.8333333333333333,13,2,-3,2.0,3.0,4.0,1.0
2021-09-24,,20.30  SpVgg Greuther Fürth 1903,(0-2)  FC Bayern München,1,3,1,4,2021-22,0,0,0,0.0,0.0,2,5,2,1.0,3.5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.5,5,-2,-5,,,,
2021-09-25,,15.30  RB Leipzig,(3-0)  Hertha BSC,6,0,0,6,2021-22,3,6,2,0.6666666666666666,2.6666666666666665,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.3333333333333333,6,2,6,,,,
2021-09-25,,Eintracht Frankfurt,(1-1)  1. FC Köln,1,1,1,2,2021-22,5,13,6,1.0,3.8,2,3,2,1.0,2.5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1.0,16,4,10,,,,
2021-09-25,,Bayer 04 Leverkusen,(0-0)  1. FSV Mainz 05,1,0,0,1,2021-22,5,5,4,0.6,1.8,2,1,3,0.5,2.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.55,6,1,4,,,,
2021-09-25,,1. FC Union Berlin,(0-0)  Arminia Bielefeld,1,0,0,1,2021-22,5,8,4,0.8,2.4,5,4,6,0.2,2.0,0,0.0,0.0,2,1,1,0.5,0.0,1,1,0,0,0,0.0,0.0,0,0,0.5,12,-2,4,0.5,0.5,,
2021-09-25,,TSG 1899 Hoffenheim,(1-1)  VfL Wolfsburg,3,1,1,4,2021-22,5,9,7,0.6,3.2,4,5,6,1.0,2.75,0,0.0,0.0,2,0,2,0.0,0.0,1,2,0,0,0,0.0,0.0,0,0,0.8,14,1,4,0.0,1.0,,
2021-09-25,,18.30  Borussia Mönchengladbach,(1-0)  Borussia Dortmund,1,0,0,1,2021-22,4,7,3,0.5,2.5,5,11,9,1.0,4.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,2,1.0,0.0,0,0,0.75,18,-6,-4,,,1.0,2.0
2021-09-26,,17.30  SC Freiburg,(3-0)  FC Augsburg,3,0,0,3,2021-22,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2021-09-26,,15.30  VfL Bochum 1848,VfB Stuttgart,0,0,0,0,2021-22,0,0,0,0.0,0.0,5,12,8,0.8,4.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,5,1,1.0,1.0,0,0,0.4,12,-8,-12,,,5.0,1.0
2021-10-01,,20.30  1. FC Köln,(0-1)  SpVgg Greuther Fürth 1903,3,1,1,4,2021-22,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2021-10-02,,15.30  Borussia Dortmund,(1-1)  FC Augsburg,2,1,1,3,2021-22,5,13,7,0.8,4.0,2,2,6,1.0,4.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.9,15,1,11,,,,
2021-10-02,,VfL Wolfsburg,(1-2)  Borussia Mönchengladbach,1,3,1,4,2021-22,5,8,8,0.4,3.2,1,2,2,1.0,4.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.7,10,6,6,,,,
2021-10-02,,VfB Stuttgart,(1-0)  TSG 1899 Hoffenheim,3,1,1,4,2021-22,5,11,7,0.6,3.6,4,3,8,0.5,2.75,0,0.0,0.0,2,5,1,0.5,0.5,1,1,0,0,0,0.0,0.0,0,0,0.55,14,-1,8,2.5,0.5,,
2021-10-02,,Hertha BSC,(0-1)  SC Freiburg,1,2,1,3,2021-22,5,4,3,0.4,1.4,1,1,2,1.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.7,5,1,3,,,,
2021-10-02,,18.30  RB Leipzig,(0-0)  VfL Bochum 1848,3,0,0,3,2021-22,5,6,10,0.6,3.2,1,1,2,1.0,3.0,0,0.0,0.0,1,1,4,1.0,0.0,0,0,1,1,2,1.0,0.0,0,0,0.8,7,8,5,1.0,4.0,1.0,2.0
2021-10-03,,15.30  1. FSV Mainz 05,(1-0)  1. FC Union Berlin,1,2,1,3,2021-22,2,1,1,0.0,1.0,4,1,7,0.25,2.0,0,0.0,0.0,1,1,0,0.0,1.0,1,0,0,0,0,0.0,0.0,0,0,0.125,2,-6,0,1.0,0.0,,
2021-10-03,,17.30  FC Bayern München,(1-1)  Eintracht Frankfurt,1,2,1,3,2021-22,1,3,2,1.0,5.0,3,7,7,1.0,4.666666666666667,0,0.0,0.0,1,3,2,1.0,1.0,0,0,0,0,0,0.0,0.0,0,0,1.0,10,-5,-4,3.0,2.0,,
2021-10-03,,19.30  Arminia Bielefeld,(0-2)  Bayer 04 Leverkusen,0,4,0,4,2021-22,0,0,0,0.0,0.0,1,4,0,0.0,4.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,4,0,-4,,,,
2021-10-15,,20.30  TSG 1899 Hoffenheim,(1-0)  1. FC Köln,5,0,0,5,2021-22,3,4,4,0.6666666666666666,2.6666666666666665,1,0,3,0.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.3333333333333333,4,1,4,,,,
2021-10-16,,15.30  Borussia Dortmund,(1-0)  1. FSV Mainz 05,3,1,1,4,2021-22,5,13,6,0.8,3.8,4,3,11,0.5,3.5,0,0.0,0.0,1,2,1,1.0,1.0,0,0,1,0,2,0.0,0.0,0,1,0.65,16,-5,10,2.0,1.0,0.0,2.0
2021-10-16,,Eintracht Frankfurt,(0-1)  Hertha BSC,1,2,1,3,2021-22,5,13,6,1.0,3.8,2,4,2,0.5,3.0,0,0.0,0.0,1,1,1,1.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.75,17,4,9,1.0,1.0,,
2021-10-16,,1. FC Union Berlin,(0-0)  VfL Wolfsburg,2,0,0,2,2021-22,5,7,3,0.6,2.0,4,5,4,0.5,2.25,0,0.0,0.0,3,2,1,0.3333333333333333,0.3333333333333333,2,1,1,2,1,1.0,1.0,0,0,0.55,12,-1,2,0.6666666666666666,0.3333333333333333,2.0,1.0
2021-10-16,,SC Freiburg,(0-1)  RB Leipzig,1,1,1,2,2021-22,5,5,4,0.6,1.8,4,11,0,0.0,2.75,1,0.0,3.0,4,3,2,0.5,0.25,2,2,0,0,0,0.0,0.0,0,0,0.3,16,4,-6,0.75,0.5,,
2021-10-16,,SpVgg Greuther Fürth 1903,(0-0)  VfL Bochum 1848,0,1,0,1,2021-22,2,1,3,0.5,2.0,2,1,5,0.5,3.0,0,0.0,0.0,2,1,3,0.5,0.0,0,1,2,1,5,0.5,0.0,0,1,0.5,2,-2,0,0.5,1.5,0.5,2.5
2021-10-16,,18.30  Borussia Mönchengladbach,(1-1)  VfB Stuttgart,1,1,1,2,2021-22,5,8,3,0.4,2.2,2,9,2,1.0,5.5,0,0.0,0.0,1,1,0,0.0,1.0,1,0,0,0,0,0.0,0.0,0,0,0.7,17,1,-1,1.0,0.0,,
2021-10-17,,15.30  Bayer 04 Leverkusen,(0-5)  FC Bayern München,1,5,1,6,2021-22,2,3,4,0.5,3.5,0,0,0,0.0,0.0,0,0.0,0.0,1,3,4,1.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.25,3,4,3,3.0,4.0,,
2021-10-17,,17.30  FC Augsburg,(1-0)  Arminia Bielefeld,1,1,1,2,2021-22,0,0,0,0.0,0.0,2,1,3,0.5,2.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.25,1,-3,-1,,,,
2021-10-22,,20.30  1. FSV Mainz 05,(3-0)  FC Augsburg,4,1,1,5,2021-22,0,0,0,0.0,0.0,1,0,3,0.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,3,0.0,0.0,0,1,0.0,0,-3,0,,,0.0,3.0
2021-10-23,,15.30  FC Bayern München,(2-0)  TSG 1899 Hoffenheim,4,0,0,4,2021-22,3,14,1,0.3333333333333333,5.0,3,3,8,1.0,3.6666666666666665,0,0.0,0.0,1,7,0,0.0,1.0,1,0,0,0,0,0.0,0.0,0,0,0.6666666666666666,17,-7,11,7.0,0.0,,
2021-10-23,,RB Leipzig,(0-1)  SpVgg Greuther Fürth 1903,4,1,1,5,2021-22,5,8,1,0.2,1.8,1,1,3,1.0,4.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,3,1.0,0.0,0,0,0.6,9,-2,7,,,1.0,3.0
2021-10-23,,VfL Wolfsburg,(0-1)  SC Freiburg,0,2,0,2,2021-22,5,8,11,0.6,3.8,2,3,3,1.0,3.0,0,0.0,0.0,1,1,3,1.0,0.0,0,0,1,2,1,1.0,1.0,0,0,0.8,11,8,5,1.0,3.0,2.0,1.0
2021-10-23,,Arminia Bielefeld,(0-2)  Borussia Dortmund,1,3,1,4,2021-22,5,2,2,0.4,0.8,2,7,1,0.5,4.0,0,0.0,0.0,3,1,1,0.3333333333333333,0.0,2,2,0,0,0,0.0,0.0,0,0,0.45,9,1,-5,0.3333333333333333,0.3333333333333333,,
2021-10-23,,18.30  Hertha BSC,(1-0)  Borussia Mönchengladbach,1,0,0,1,2021-22,3,7,4,0.3333333333333333,3.6666666666666665,2,1,4,0.5,2.5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.41666666666666663,8,0,6,,,,
2021-10-24,,15.30  1. FC Köln,(0-2)  Bayer 04 Leverkusen,2,2,1,4,2021-22,5,7,5,0.6,2.4,2,8,0,0.0,4.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,4,0,0.0,1.0,1,0,0.3,15,5,-1,,,4.0,0.0
2021-10-24,,17.30  VfB Stuttgart,(0-1)  1. FC Union Berlin,1,1,1,2,2021-22,0,0,0,0.0,0.0,2,3,5,1.0,4.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.5,3,-5,-3,,,,
2021-10-24,,19.30  VfL Bochum 1848,(1-0)  Eintracht Frankfurt,2,0,0,2,2021-22,0,0,0,0.0,0.0,1,0,4,0.0,4.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,-4,0,,,,
2021-10-29,,20.30  TSG 1899 Hoffenheim,(2-0)  Hertha BSC,2,0,0,2,2021-22,4,9,4,0.5,3.25,1,0,5,0.0,5.0,0,0.0,0.0,1,5,0,0.0,1.0,1,0,1,0,5,0.0,0.0,0,1,0.25,9,-1,9,5.0,0.0,0.0,5.0
2021-10-30,,18.30  Eintracht Frankfurt,(0-1)  RB Leipzig,1,1,1,2,2021-22,2,4,4,1.0,4.0,5,12,1,0.2,2.6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,1.0,0.0,0,0,0.6,16,3,-8,,,1.0,1.0
2021-10-30,,Arminia Bielefeld,(1-1)  1. FSV Mainz 05,1,2,1,3,2021-22,5,3,5,0.6,1.6,2,5,3,1.0,4.0,0,0.0,0.0,4,2,4,0.5,0.0,2,2,0,0,0,0.0,0.0,0,0,0.8,8,2,-2,0.5,1.0,,
2021-10-30,,SC Freiburg,(2-0)  SpVgg Greuther Fürth 1903,3,1,1,4,2021-22,5,4,3,0.6,1.4,2,1,8,0.5,4.5,0,0.0,0.0,5,4,3,0.6,0.2,2,2,2,1,8,0.5,0.0,0,1,0.55,5,-5,3,0.8,0.6,0.5,4.0
2021-10-30,,15.30  Borussia Dortmund,(1-0)  1. FC Köln,2,0,0,2,2021-22,5,13,7,1.0,4.0,2,0,8,0.0,4.0,0,0.0,0.0,2,5,2,1.0,1.0,0,0,1,0,5,0.0,0.0,0,1,0.5,13,-1,13,2.5,1.0,0.0,5.0
2021-10-30,,Bayer 04 Leverkusen,(0-0)  VfL Wolfsburg,0,2,0,2,2021-22,5,4,2,0.4,1.2,5,5,6,0.4,2.2,0,0.0,0.0,1,1,0,0.0,1.0,1,0,2,2,3,0.5,0.5,0,1,0.4,9,-4,-1,1.0,0.0,1.0,1.5
2021-10-30,,1. FC Union Berlin,(1-3)  FC Bayern München,2,5,1,7,2021-22,5,6,2,0.4,1.6,1,3,2,1.0,5.0,0,0.0,0.0,4,4,1,0.25,0.5,3,1,0,0,0,0.0,0.0,0,0,0.7,9,0,3,1.0,0.25,,
2021-10-31,,15.30  FC Augsburg,(1-1)  VfB Stuttgart,4,1,1,5,2021-22,2,3,6,1.0,4.5,3,10,3,1.0,4.333333333333333,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,1.0,0.0,0,0,1.0,13,3,-7,,,1.0,1.0
2021-10-31,,17.30  Borussia Mönchengladbach,(2-0)  VfL Bochum 1848,2,1,1,3,2021-22,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2021-11-05,,20.30  1. FSV Mainz 05,(0-1)  Borussia Mönchengladbach,1,1,1,2,2021-22,1,4,1,1.0,5.0,3,9,4,0.6666666666666666,4.333333333333333,0,0.0,0.0,1,4,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0,0,0.8333333333333333,13,-3,-5,4.0,1.0,,
2021-11-06,,18.30  RB Leipzig,(1-0)  Borussia Dortmund,2,1,1,3,2021-22,5,8,7,0.4,3.0,5,6,8,0.8,2.8,0,0.0,0.0,2,4,4,0.5,0.5,1,0,2,1,3,0.5,0.0,0,1,0.6000000000000001,14,-1,2,2.0,2.0,0.5,1.5
2021-11-06,,VfL Bochum 1848,(0-0)  TSG 1899 Hoffenheim,2,0,0,2,2021-22,1,2,0,0.0,2.0,1,2,3,1.0,5.0,0,0.0,0.0,1,2,0,0.0,1.0,1,0,1,2,3,1.0,0.0,0,0,0.5,4,-3,0,2.0,0.0,2.0,3.0
2021-11-06,,VfL Wolfsburg,(1-0)  FC Augsburg,1,0,0,1,2021-22,5,6,10,0.4,3.2,5,3,9,0.6,2.4,0,0.0,0.0,2,1,5,0.5,0.0,0,1,0,0,0,0.0,0.0,0,0,0.5,9,1,3,0.5,2.5,,
2021-11-06,,15.30  FC Bayern München,(1-0)  SC Freiburg,2,1,1,3,2021-22,4,18,1,0.25,4.75,3,1,9,0.3333333333333333,3.3333333333333335,1,1.0,3.0,2,11,0,0.0,1.0,2,0,0,0,0,0.0,0.0,0,0,0.29166666666666663,19,-8,17,5.5,0.0,,
2021-11-06,,VfB Stuttgart,(0-1)  Arminia Bielefeld,0,1,0,1,2021-22,5,9,7,0.6,3.2,2,3,2,1.0,2.5,0,0.0,0.0,3,8,2,0.6666666666666666,0.6666666666666666,1,1,1,1,1,1.0,0.0,0,0,0.8,12,5,6,2.6666666666666665,0.6666666666666666,1.0,1.0
2021-11-07,,15.30  Hertha BSC,(1-0)  Bayer 04 Leverkusen,1,1,1,2,2021-22,3,3,5,0.0,2.6666666666666665,2,2,4,1.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.5,5,1,1,,,,
2021-11-07,,17.30  1. FC Köln,(1-2)  1. FC Union Berlin,2,2,1,4,2021-22,1,3,1,1.0,4.0,0,0,0,0.0,0.0,0,0.0,0.0,1,3,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0,0,0.5,3,1,3,3.0,1.0,,
2021-11-07,,19.30  SpVgg Greuther Fürth 1903,(0-0)  Eintracht Frankfurt,1,2,1,3,2021-22,0,0,0,0.0,0.0,4,5,6,0.75,2.75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.375,5,-6,-5,,,,
2021-11-19,,20.30  FC Augsburg,(2-1)  FC Bayern München,2,1,1,3,2021-22,2,5,4,1.0,4.5,1,1,4,1.0,5.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1.0,6,0,4,,,,
2021-11-20,,Borussia Mönchengladbach,(3-0)  SpVgg Greuther Fürth 1903,4,0,0,4,2021-22,5,3,7,0.6,2.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.3,3,7,3,,,,
2021-11-20,,15.30  Borussia Dortmund,(0-0)  VfB Stuttgart,2,1,1,3,2021-22,5,14,5,0.8,3.8,5,3,5,0.4,1.6,0,0.0,0.0,3,7,2,0.6666666666666666,1.0,1,0,1,1,1,1.0,0.0,0,0,0.6000000000000001,17,0,11,2.3333333333333335,0.6666666666666666,1.0,1.0
2021-11-20,,Bayer 04 Leverkusen,(1-0)  VfL Bochum 1848,1,0,0,1,2021-22,5,2,3,0.2,1.0,1,0,1,0.0,1.0,0,0.0,0.0,2,1,2,0.0,0.5,1,1,1,0,1,0.0,0.0,0,1,0.1,2,2,2,0.5,1.0,0.0,1.0
2021-11-20,,TSG 1899 Hoffenheim,(1-0)  RB Leipzig,2,0,0,2,2021-22,5,9,6,0.6,3.0,3,3,5,0.6666666666666666,2.6666666666666665,0,0.0,0.0,3,3,3,0.3333333333333333,0.3333333333333333,1,2,1,0,1,0.0,0.0,0,1,0.6333333333333333,12,1,6,1.0,1.0,0.0,1.0
2021-11-20,,Arminia Bielefeld,(1-0)  VfL Wolfsburg,2,2,1,4,2021-22,5,3,6,0.6,1.8,0,0,0,0.0,0.0,0,0.0,0.0,5,3,6,0.6,0.0,2,2,0,0,0,0.0,0.0,0,0,0.3,3,6,3,0.6,1.2,,
2021-11-20,,18.30  1. FC Union Berlin,(2-0)  Hertha BSC,2,0,0,2,2021-22,2,1,1,0.5,1.0,2,0,7,0.0,3.5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,0,7,0.0,0.0,0,2,0.25,1,-6,1,,,0.0,3.5
2021-11-21,,15.30  SC Freiburg,(0-2)  Eintracht Frankfurt,0,2,0,2,2021-22,4,8,9,1.0,4.25,1,3,1,1.0,4.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1.0,11,8,5,,,,
2021-11-21,,17.30  1. FSV Mainz 05,(1-0)  1. FC Köln,1,1,1,2,2021-22,0,0,0,0.0,0.0,3,0,10,0.0,3.3333333333333335,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,0,7,0.0,0.0,0,2,0.0,0,-10,0,,,0.0,3.5
2021-11-26,,20.30  VfB Stuttgart,(1-1)  1. FSV Mainz 05,2,1,1,3,2021-22,4,5,3,0.5,2.0,3,7,4,1.0,3.6666666666666665,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,1.0,1.0,0,0,0.75,12,-1,-2,,,2.0,1.0
